Unnamed: 0,Property ID,Locality data,Price,Property type,Number of bedrooms,Living area m²,Equipped kitchen,Furnished,Open fire,Terrace surface m²,Garden area m²,Swimming pool,Building condition,Price per m²,Region
3969,20209694,1060,875000,house,7.0,420.0,1,0,1,15.0,,0,Good,2083.3333333333335,Brussels
5664,20242814,8300,875000,apartment,2.0,65.0,1,0,1,,,0,Good,13461.538461538461,Flanders
966,20228784,1040,875000,house,4.0,233.0,0,0,1,21.0,,0,To be done up,3755.3648068669527,Brussels
967,20228776,1050,875000,house,4.0,233.0,0,0,1,21.0,,0,To be done up,3755.3648068669527,Brussels
10467,20214388,8300,870000,apartment,3.0,102.0,0,0,1,,,0,As new,8529.411764705883,Flanders
1392,20205069,2380,865000,house,3.0,150.0,1,0,1,,,0,Good,5766.666666666667,Flanders
4751,20096057,8340,865000,house,4.0,217.0,0,0,1,,,0,Good,3986.1751152073734,Flanders
124,20243202,9830,865000,house,3.0,171.0,1,0,1,26.0,1010.0,0,To be done up,5058.479532163743,Flanders
9639,20052301,1180,860000,apartment,3.0,220.0,0,0,1,28.0,,0,As new,3909.090909090909,Brussels
459,20200802,3210,860000,house,5.0,445.0,0,0,1,,8376.0,0,To be done up,1932.5842696629213,Flanders
460,20200801,3210,860000,house,5.0,445.0,0,0,1,,8376.0,0,To be done up,1932.5842696629213,Flanders
54,20232093,9630,850000,house,6.0,332.0,0,0,1,,,0,Good,2560.240963855422,Flanders
7222,20192538,1050,850000,apartment,3.0,221.0,1,0,1,,,0,Good,3846.153846153846,Brussels
648,20210868,3930,850000,house,4.0,435.0,0,0,1,,,0,As new,1954.0229885057472,Flanders
2561,20205432,9570,850000,house,7.0,737.0,1,0,1,,,0,Good,1153.3242876526458,Flanders
4750,20106373,8310,850000,house,4.0,279.0,1,0,1,371.0,371.0,0,Good,3046.5949820788533,Flanders
352,20135096,1180,850000,house,4.0,220.0,0,0,1,43.0,550.0,0,As new,3863.6363636363635,Brussels
6407,20162560,1150,850000,apartment,1.0,95.0,0,0,1,50.0,1000.0,0,As new,8947.368421052632,Brussels
5686,20226286,8670,850000,apartment,2.0,88.0,0,0,1,,,0,Good,9659.09090909091,Flanders
